ground_truth_id,evaluation_split,cluster_id_1,cluster_id_2,identity_records_in_cluster_1,identity_records_in_cluster_2,true_record_pair_opportunities,cluster_size_1,cluster_size_2,blocking_rules,blocking_rule_names,blocking_hits,candidate_generated,evaluated_cluster_id_1,evaluated_cluster_id_2,weighted_similarity_score,evidence_coverage,sufficient_support,static_conflict,selected_decision,selected_reason,selected_automatic_threshold,selected_minimum_coverage,false_negative_reason
GT003745,calibration,DCL008281,DCL010465,7,1,7,,,,,,False,ECL008272,ECL010376,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003758,calibration,DCL007059,DCL010252,6,1,6,,,,,,False,ECL007059,ECL010175,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003762,calibration,DCL005571,DCL010000,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL005571,ECL009934,0.9074,0.6,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT003766,evaluation,DCL001041,DCL010492,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL001041,ECL010403,1.0,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT003790,calibration,DCL006969,DCL010223,5,1,5,5,1,B04,Email domain and local-part prefix,1,True,ECL006969,ECL010147,0.9667,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT003812,evaluation,DCL007155,DCL010483,11,1,11,11,1,B04,Email domain and local-part prefix,1,True,ECL007155,ECL010394,0.9167,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT003816,calibration,DCL007181,DCL010207,2,1,2,2,1,B04,Email domain and local-part prefix,1,True,ECL007181,ECL010132,0.9167,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT003845,evaluation,DCL004162,DCL010575,13,1,13,,,,,,False,ECL004162,ECL010482,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003850,calibration,DCL001577,DCL010339,12,1,12,12,1,B04,Email domain and local-part prefix,1,True,ECL001577,ECL010257,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT003885,calibration,DCL001181,DCL010592,2,1,2,,,,,,False,ECL001181,ECL010498,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003889,calibration,DCL002748,DCL009702,5,1,5,5,1,B04,Email domain and local-part prefix,1,True,ECL002748,ECL009649,0.903,0.6,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT003900,calibration,DCL008441,DCL009968,5,1,5,,,,,,False,ECL008430,ECL009904,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003908,evaluation,DCL001766,DCL010181,6,1,6,,,,,,False,ECL001766,ECL010107,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003932,evaluation,DCL009608,DCL010532,1,1,1,,,,,,False,ECL009561,ECL010441,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003936,calibration,DCL004922,DCL009844,6,1,6,,,,,,False,ECL004922,ECL009783,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003957,calibration,DCL008481,DCL009792,4,1,4,,,,,,False,ECL008467,ECL009736,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003959,evaluation,DCL001454,DCL010075,4,1,4,,,,,,False,ECL001454,ECL010007,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003959,evaluation,DCL010075,DCL010367,1,1,1,,,,,,False,ECL010007,ECL001454,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003967,calibration,DCL009732,DCL009933,1,1,1,,,,,,False,ECL009677,ECL009870,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003971,evaluation,DCL004439,DCL008071,1,2,2,1,2,B01 | B02 | B03 | B05,First-name initial and exact postcode | Phone suffix and surname initial | Surname initial and postcode outward code | Surname prefix and exact postcode,4,True,ECL004439,ECL008066,0.8302,0.95,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT003976,calibration,DCL003732,DCL010417,4,1,4,,,,,,False,ECL003732,ECL010329,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003988,calibration,DCL005323,DCL010559,5,1,5,5,1,B04,Email domain and local-part prefix,1,True,ECL005323,ECL010467,0.9684,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT003992,calibration,DCL009966,DCL010138,2,1,2,,,,,,False,ECL009902,ECL010066,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT003993,calibration,DCL005362,DCL010098,5,1,5,,,,,,False,ECL005362,ECL010029,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004020,calibration,DCL005267,DCL010429,5,1,5,,,,,,False,ECL005267,ECL010340,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004025,calibration,DCL007323,DCL009867,4,1,4,,,,,,False,ECL007323,ECL009805,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004026,calibration,DCL007936,DCL009594,1,2,2,,,,,,False,ECL007932,ECL009548,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004054,calibration,DCL006910,DCL010469,1,1,1,,,,,,False,ECL006910,ECL010380,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004054,calibration,DCL006910,DCL010751,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL006910,ECL010648,0.9294,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT004054,calibration,DCL010469,DCL010751,1,1,1,,,,,,False,ECL010380,ECL010648,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004074,evaluation,DCL001291,DCL010596,8,1,8,8,1,B04,Email domain and local-part prefix,1,True,ECL001291,ECL010502,0.9727,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT004077,evaluation,DCL009511,DCL010735,5,1,5,5,1,B04,Email domain and local-part prefix,1,True,ECL009467,ECL010633,1.0,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT004103,calibration,DCL002901,DCL010525,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL002901,ECL010434,0.9714,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT004106,evaluation,DCL007039,DCL009772,10,1,10,,,,,,False,ECL007039,ECL009716,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004138,calibration,DCL003833,DCL009588,5,1,5,,,,,,False,ECL003833,ECL009542,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004143,evaluation,DCL007767,DCL009605,10,1,10,,,,,,False,ECL007767,ECL009558,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004147,evaluation,DCL005670,DCL010083,10,1,10,10,1,B04,Email domain and local-part prefix,1,True,ECL005670,ECL010014,0.9826,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT004150,calibration,DCL005781,DCL010619,7,1,7,7,1,B04,Email domain and local-part prefix,1,True,ECL005781,ECL010523,0.9854,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT004166,calibration,DCL006636,DCL010253,2,1,2,2,1,B04,Email domain and local-part prefix,1,True,ECL006636,ECL010176,0.9167,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT004189,calibration,DCL006615,DCL010341,6,1,6,,,,,,False,ECL006615,ECL010259,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004208,calibration,DCL009986,DCL010729,2,1,2,2,1,B04,Email domain and local-part prefix,1,True,ECL009922,ECL010627,0.9727,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT004210,evaluation,DCL000699,DCL010349,4,1,4,,,,,,False,ECL000699,ECL010267,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004228,evaluation,DCL006515,DCL009567,7,1,7,,,,,,False,ECL006515,ECL009523,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004252,calibration,DCL008105,DCL009548,3,1,3,,,,,,False,ECL008099,ECL009504,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004270,calibration,DCL009376,DCL010391,2,1,2,,,,,,False,ECL009332,ECL010305,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004274,evaluation,DCL009109,DCL009759,2,2,4,2,2,B04,Email domain and local-part prefix,1,True,ECL009074,ECL009703,0.9028,0.6,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT004300,evaluation,DCL004648,DCL010257,7,1,7,7,1,B04,Email domain and local-part prefix,1,True,ECL004648,ECL010180,0.9692,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT004309,calibration,DCL006132,DCL010310,7,1,7,,,,,,False,ECL006132,ECL010230,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004341,calibration,DCL002754,DCL009590,7,1,7,,,,,,False,ECL002754,ECL009544,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004345,calibration,DCL006912,DCL009664,7,1,7,7,1,B04,Email domain and local-part prefix,1,True,ECL006912,ECL009612,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT004357,calibration,DCL007838,DCL010251,2,1,2,,,,,,False,ECL007836,ECL010174,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004383,calibration,DCL002379,DCL010388,5,1,5,5,1,B04,Email domain and local-part prefix,1,True,ECL002379,ECL010303,0.9733,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT004409,calibration,DCL008127,DCL009582,1,1,1,,,,,,False,ECL008120,ECL009536,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004409,calibration,DCL008851,DCL009582,2,1,2,,,,,,False,ECL008120,ECL009536,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004411,calibration,DCL000114,DCL010201,8,1,8,8,1,B04,Email domain and local-part prefix,1,True,ECL000114,ECL010126,0.9167,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT004449,calibration,DCL009022,DCL010113,2,1,2,2,1,B04,Email domain and local-part prefix,1,True,ECL008991,ECL010043,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT004457,evaluation,DCL002059,DCL009613,5,1,5,,,,,,False,ECL002059,ECL009566,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004472,calibration,DCL010136,DCL010202,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL010064,ECL010127,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT004499,calibration,DCL001061,DCL009845,6,1,6,,,,,,False,ECL001061,ECL009784,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004503,calibration,DCL008440,DCL009078,3,2,6,3,2,B05,First-name initial and exact postcode,1,True,ECL008429,ECL009044,0.8505,0.95,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT004510,calibration,DCL005685,DCL009926,8,1,8,,,,,,False,ECL005685,ECL009863,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004519,evaluation,DCL004374,DCL010524,7,1,7,7,1,B04,Email domain and local-part prefix,1,True,ECL004374,ECL010433,0.9714,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT004522,evaluation,DCL008961,DCL010580,2,1,2,,,,,,False,ECL008931,ECL010486,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004525,calibration,DCL008754,DCL010132,1,1,1,,,,,,False,ECL008729,ECL010061,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004543,calibration,DCL001907,DCL010712,5,1,5,5,1,B04,Email domain and local-part prefix,1,True,ECL001907,ECL010611,0.9878,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT004558,evaluation,DCL003974,DCL010699,7,1,7,7,1,B04,Email domain and local-part prefix,1,True,ECL003974,ECL010599,0.9882,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT004568,evaluation,DCL009210,DCL009601,5,1,5,5,1,B04,Email domain and local-part prefix,1,True,ECL009174,ECL009554,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT004593,calibration,DCL001873,DCL010178,9,1,9,,,,,,False,ECL001873,ECL010104,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004609,calibration,DCL002489,DCL010404,4,1,4,,,,,,False,ECL002489,ECL010318,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004650,calibration,DCL005532,DCL010262,3,1,3,,,,,,False,ECL005532,ECL010185,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004687,calibration,DCL007169,DCL009670,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL007169,ECL009618,0.9077,0.6,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT004695,calibration,DCL009046,DCL010192,1,1,1,,,,,,False,ECL009014,ECL010118,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004724,calibration,DCL000659,DCL010644,7,1,7,7,1,B04,Email domain and local-part prefix,1,True,ECL000659,ECL010548,0.9887,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT004787,calibration,DCL001118,DCL010199,3,1,3,,,,,,False,ECL001118,ECL010124,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004800,evaluation,DCL000138,DCL009983,3,1,3,,,,,,False,ECL000138,ECL009919,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004801,evaluation,DCL000196,DCL009839,4,1,4,,,,,,False,ECL000196,ECL009779,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004802,evaluation,DCL004001,DCL010385,9,1,9,9,1,B04,Email domain and local-part prefix,1,True,ECL004001,ECL010301,1.0,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT004813,calibration,DCL006776,DCL010255,8,1,8,8,1,B04,Email domain and local-part prefix,1,True,ECL006776,ECL010178,0.8778,0.6,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT004837,calibration,DCL008318,DCL009918,2,1,2,,,,,,False,ECL008309,ECL009855,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004837,calibration,DCL008318,DCL010360,2,1,2,,,,,,False,ECL008309,ECL010278,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004837,calibration,DCL009918,DCL010360,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL009855,ECL010278,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT004884,calibration,DCL009972,DCL010698,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL009908,ECL010598,1.0,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT004915,calibration,DCL004980,DCL010750,6,1,6,6,1,B04,Email domain and local-part prefix,1,True,ECL004980,ECL010647,0.975,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT004922,calibration,DCL002173,DCL009456,4,2,8,4,2,B02 | B03,Phone suffix and surname initial | Surname initial and postcode outward code,2,True,ECL002173,ECL009412,0.8526,0.75,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT004934,calibration,DCL002388,DCL010681,6,1,6,,,,,,False,ECL002388,ECL010583,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT004979,calibration,DCL003759,DCL010089,2,1,2,2,1,B04,Email domain and local-part prefix,1,True,ECL003759,ECL010020,1.0,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT004983,calibration,DCL001010,DCL010579,7,1,7,7,1,B04,Email domain and local-part prefix,1,True,ECL001010,ECL010485,1.0,0.2,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT005018,evaluation,DCL006244,DCL009936,6,1,6,6,1,B04,Email domain and local-part prefix,1,True,ECL006244,ECL009873,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT005024,evaluation,DCL008019,DCL010363,4,1,4,,,,,,False,ECL008015,ECL010280,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005026,calibration,DCL001513,DCL010171,7,1,7,,,,,,False,ECL001513,ECL010097,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005044,evaluation,DCL006438,DCL010206,2,1,2,2,1,B04,Email domain and local-part prefix,1,True,ECL006438,ECL010131,1.0,0.3,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT005046,calibration,DCL002306,DCL009657,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL002306,ECL009606,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT005053,calibration,DCL004050,DCL009865,5,1,5,,,,,,False,ECL004050,ECL009803,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005079,calibration,DCL006032,DCL010362,1,1,1,,,,,,False,ECL006032,ECL010279,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005103,calibration,DCL001850,DCL009995,3,1,3,3,1,B04,Email domain and local-part prefix,1,True,ECL001850,ECL009929,0.9167,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT005107,calibration,DCL006598,DCL009891,2,1,2,2,1,B04,Email domain and local-part prefix,1,True,ECL006598,ECL009829,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT005115,calibration,DCL009549,DCL010693,3,2,6,3,2,B04,Email domain and local-part prefix,1,True,ECL009505,ECL010594,1.0,0.2,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT005136,calibration,DCL001063,DCL009977,6,1,6,,,,,,False,ECL001063,ECL009913,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005139,evaluation,DCL002133,DCL010090,7,1,7,,,,,,False,ECL002133,ECL010021,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005139,evaluation,DCL002133,DCL010604,7,1,7,,,,,,False,ECL002133,ECL010510,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005139,evaluation,DCL010090,DCL010604,1,1,1,,,,,,False,ECL010021,ECL010510,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005180,calibration,DCL001971,DCL009914,6,1,6,,,,,,False,ECL001971,ECL009851,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005212,calibration,DCL003177,DCL010526,10,1,10,10,1,B04,Email domain and local-part prefix,1,True,ECL003177,ECL010435,1.0,0.2,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT005232,evaluation,DCL002280,DCL009649,11,1,11,,,,,,False,ECL002280,ECL009599,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005255,calibration,DCL004959,DCL010626,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL004959,ECL010530,0.9867,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT005260,calibration,DCL002389,DCL009736,6,1,6,,,,,,False,ECL002389,ECL009681,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005269,calibration,DCL008926,DCL009775,3,1,3,,,,,,False,ECL008897,ECL009719,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005270,calibration,DCL007640,DCL010370,2,1,2,,,,,,False,ECL007640,ECL010286,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005271,calibration,DCL007379,DCL009662,8,1,8,8,1,B04,Email domain and local-part prefix,1,True,ECL007379,ECL009610,0.9,0.6,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT005271,calibration,DCL008178,DCL009662,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL007379,ECL009610,0.9095,0.6,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT005293,calibration,DCL008918,DCL009854,3,1,3,,,,,,False,ECL008890,ECL009792,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005313,calibration,DCL008787,DCL009957,1,1,1,,,,,,False,ECL008762,ECL009893,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005313,calibration,DCL008787,DCL010516,1,1,1,,,,,,False,ECL008762,ECL010425,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005313,calibration,DCL009957,DCL010516,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL009893,ECL010425,0.9314,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT005324,evaluation,DCL001354,DCL010170,3,1,3,,,,,,False,ECL001354,ECL010096,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005328,calibration,DCL004939,DCL009614,2,1,2,,,,,,False,ECL004939,ECL009567,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005333,evaluation,DCL008141,DCL008213,4,1,4,4,1,B02,Surname initial and postcode outward code,1,True,ECL008134,ECL008205,1.0,0.2,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT005375,calibration,DCL002503,DCL010321,6,1,6,6,1,B04,Email domain and local-part prefix,1,True,ECL002503,ECL010239,0.9667,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT005383,calibration,DCL001262,DCL010564,6,1,6,,,,,,False,ECL001262,ECL010472,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005388,evaluation,DCL007618,DCL010752,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL007618,ECL010649,0.9667,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT005409,evaluation,DCL003077,DCL009970,1,1,1,1,1,B04,Email domain and local-part prefix,1,True,ECL003077,ECL009906,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT005412,calibration,DCL007959,DCL010590,5,1,5,5,1,B04,Email domain and local-part prefix,1,True,ECL007955,ECL010496,0.96,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT005413,evaluation,DCL003632,DCL010380,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL003632,ECL010296,0.9789,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT005426,calibration,DCL005879,DCL010009,8,1,8,8,1,B04,Email domain and local-part prefix,1,True,ECL005879,ECL009943,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT005464,calibration,DCL003812,DCL009850,2,1,2,2,1,B04,Email domain and local-part prefix,1,True,ECL003812,ECL009789,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT005467,evaluation,DCL002982,DCL009676,9,1,9,,,,,,False,ECL002982,ECL009624,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005482,calibration,DCL009100,DCL010131,1,1,1,,,,,,False,ECL009065,ECL010060,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005499,calibration,DCL006364,DCL009628,4,1,4,,,,,,False,ECL006364,ECL009580,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005505,evaluation,DCL007860,DCL010392,1,2,2,,,,,,False,ECL007858,ECL010306,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005513,evaluation,DCL000444,DCL010377,7,1,7,,,,,,False,ECL000444,ECL010293,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005518,calibration,DCL007844,DCL009843,4,2,8,,,,,,False,ECL007842,ECL009782,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005525,calibration,DCL008113,DCL009644,7,1,7,,,,,,False,ECL008107,ECL009594,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005530,evaluation,DCL005962,DCL009755,2,1,2,,,,,,False,ECL005962,ECL009699,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005542,calibration,DCL000689,DCL010686,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL000689,ECL010588,0.9789,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT005555,calibration,DCL006917,DCL010023,11,1,11,,,,,,False,ECL006917,ECL009956,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005561,calibration,DCL005476,DCL008438,2,1,2,2,1,B02 | B03,Phone suffix and surname initial | Surname initial and postcode outward code,2,True,ECL005476,ECL008427,0.789,0.95,True,False,,,0.91,0.55,True pair scored below the selected threshold
GT005570,calibration,DCL007685,DCL010467,1,1,1,,,,,,False,ECL007685,ECL010378,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005573,evaluation,DCL001725,DCL009637,10,1,10,,,,,,False,ECL001725,ECL009587,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005583,evaluation,DCL002822,DCL010383,7,1,7,,,,,,False,ECL002822,ECL010299,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005597,calibration,DCL003838,DCL009565,9,1,9,,,,,,False,ECL003838,ECL009521,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005599,calibration,DCL004917,DCL008126,5,1,5,5,1,B02,Surname initial and postcode outward code,1,True,ECL004917,ECL008119,0.8333,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT005605,calibration,DCL001958,DCL009992,12,1,12,,,,,,False,ECL001958,ECL009927,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005634,evaluation,DCL004253,DCL009627,4,1,4,,,,,,False,ECL004253,ECL009579,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005643,evaluation,DCL005225,DCL010299,2,1,2,,,,,,False,ECL005225,ECL010220,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005644,calibration,DCL000309,DCL009654,4,1,4,,,,,,False,ECL000309,ECL009603,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005662,calibration,DCL006037,DCL009951,2,1,2,,,,,,False,ECL006037,ECL009888,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005670,evaluation,DCL001142,DCL009757,4,1,4,4,1,B04,Email domain and local-part prefix,1,True,ECL001142,ECL009701,0.9765,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT005682,calibration,DCL007244,DCL010639,2,1,2,2,1,B04,Email domain and local-part prefix,1,True,ECL007244,ECL010543,0.9852,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT005700,calibration,DCL004688,DCL009812,5,1,5,5,1,B04,Email domain and local-part prefix,1,True,ECL004688,ECL009755,0.9,0.4,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT005703,evaluation,DCL006370,DCL010538,5,1,5,5,1,B04,Email domain and local-part prefix,1,True,ECL006370,ECL010447,0.9867,0.5,True,False,,,0.91,0.55,True pair had insufficient evidence coverage
GT005708,evaluation,DCL004290,DCL008526,6,1,6,6,1,B02,Surname initial and postcode outward code,1,True,ECL004290,ECL008511,0.7333,0.6,False,False,,,0.91,0.55,True pair lacked the required corroborating evidence
GT005712,calibration,DCL009216,DCL010158,3,1,3,,,,,,False,ECL009179,ECL010085,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005712,calibration,DCL009216,DCL010692,3,1,3,,,,,,False,ECL009179,ECL010593,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
GT005712,calibration,DCL010158,DCL010692,1,1,1,,,,,,False,ECL010085,ECL010593,0.0,0.0,False,False,,,0.91,0.55,True pair was not generated by blocking
