cluster_id_1,cluster_id_2,cluster_size_1,cluster_size_2,blocking_rules,blocking_rule_names,blocking_hits,record_pairs_compared,record_id_1,source_system_1,source_record_id_1,record_id_2,source_system_2,source_record_id_2,email_available,email_similarity,phone_available,phone_similarity,name_available,name_similarity,address_available,address_similarity,postcode_available,postcode_similarity,date_of_birth_available,date_of_birth_similarity,weighted_similarity_score,evidence_coverage,strong_identifiers,supporting_features,corroborating_features,supporting_feature_count,corroborating_feature_count,static_conflict,preliminary_decision,preliminary_reason,final_decision,final_reason,merge_performed,probabilistic_cluster_id_1,probabilistic_cluster_id_2
DCL004163,DCL007814,5,7,B04,Email domain and local-part prefix,1,35,STG030867,MARKETING,MKT009565,STG077407,SUPPORT,SUP004105,True,0.8,False,0.0,True,0.6087,False,0.0,False,0.0,False,0.0,0.7235,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004163,PCL007811
DCL004163,DCL008696,5,3,B04,Email domain and local-part prefix,1,15,STG030867,MARKETING,MKT009565,STG022111,MARKETING,MKT000809,True,0.8837,False,0.0,True,0.7619,False,0.0,True,0.1667,False,0.0,0.7236,0.6,email,email | name,name,2,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004163,PCL008598
DCL004164,DCL008442,2,6,B04,Email domain and local-part prefix,1,12,STG076252,SUPPORT,SUP002950,STG029067,MARKETING,MKT007765,True,0.8261,False,0.0,True,0.6,False,0.0,False,0.0,False,0.0,0.7357,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004164,PCL008378
DCL004164,DCL009700,2,1,B04,Email domain and local-part prefix,1,2,STG076252,SUPPORT,SUP002950,STG023000,MARKETING,MKT001698,True,0.8444,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,0.8444,0.3,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004164,PCL009473
DCL004164,DCL010362,2,1,B04,Email domain and local-part prefix,1,2,STG076252,SUPPORT,SUP002950,STG031380,MARKETING,MKT010078,True,0.8261,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,0.8261,0.3,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004164,PCL010035
DCL004165,DCL008411,9,5,B02,Surname initial and postcode outward code,1,45,STG013556,ECOMMERCE,TXN005556,STG025891,MARKETING,MKT004589,True,0.8837,False,0.0,True,0.7619,False,0.0,True,0.6667,False,0.0,0.8069,0.6,email,email | name,name,2,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004165,PCL008350
DCL004165,DCL010452,9,2,B04,Email domain and local-part prefix,1,18,STG030960,MARKETING,MKT009658,STG075920,SUPPORT,SUP002618,True,0.8444,False,0.0,True,0.7619,False,0.0,False,0.0,False,0.0,0.8114,0.5,,email | name,email | name,2,2,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004165,PCL007101
DCL004165,DCL010518,9,1,B04,Email domain and local-part prefix,1,9,STG030960,MARKETING,MKT009658,STG073481,SUPPORT,SUP000179,True,0.7907,False,0.0,True,0.6667,False,0.0,False,0.0,False,0.0,0.7411,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004165,PCL000583
DCL004172,DCL008629,9,6,B02,Surname initial and postcode outward code,1,54,STG030238,MARKETING,MKT008936,STG074552,SUPPORT,SUP001250,True,0.75,False,0.0,True,0.6667,False,0.0,False,0.0,False,0.0,0.7167,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004172,PCL008543
DCL004172,DCL008834,9,3,B04,Email domain and local-part prefix,1,27,STG077771,SUPPORT,SUP004469,STG030327,MARKETING,MKT009025,True,0.8261,False,0.0,True,0.6,False,0.0,False,0.0,False,0.0,0.7357,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004172,PCL007598
DCL004173,DCL007907,8,3,B04,Email domain and local-part prefix,1,24,STG074622,SUPPORT,SUP001320,STG021830,MARKETING,MKT000528,True,0.8,False,0.0,True,0.6087,False,0.0,False,0.0,False,0.0,0.7235,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004173,PCL007897
DCL004173,DCL008659,8,5,B04,Email domain and local-part prefix,1,40,STG074622,SUPPORT,SUP001320,STG022385,MARKETING,MKT001083,True,0.8182,False,0.0,True,0.6364,False,0.0,False,0.0,False,0.0,0.7455,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004173,PCL006387
DCL004173,DCL009271,8,5,B04,Email domain and local-part prefix,1,40,STG074622,SUPPORT,SUP001320,STG028918,MARKETING,MKT007616,True,0.8085,False,0.0,True,0.64,False,0.0,False,0.0,False,0.0,0.7411,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004173,PCL009105
DCL004173,DCL010169,8,1,B04,Email domain and local-part prefix,1,8,STG074622,SUPPORT,SUP001320,STG028837,MARKETING,MKT007535,True,0.7755,False,0.0,True,0.5926,False,0.0,False,0.0,False,0.0,0.7023,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004173,PCL009864
DCL004174,DCL008290,9,4,B04,Email domain and local-part prefix,1,36,STG076775,SUPPORT,SUP003473,STG023351,MARKETING,MKT002049,True,0.8182,False,0.0,True,0.6364,False,0.0,False,0.0,False,0.0,0.7455,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004174,PCL008243
DCL004174,DCL008397,9,6,B04,Email domain and local-part prefix,1,54,STG076775,SUPPORT,SUP003473,STG031079,MARKETING,MKT009777,True,0.7907,False,0.0,True,0.5714,False,0.0,False,0.0,False,0.0,0.703,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004174,PCL008339
DCL004174,DCL009976,9,1,B04,Email domain and local-part prefix,1,9,STG076775,SUPPORT,SUP003473,STG026467,MARKETING,MKT005165,True,0.7907,False,0.0,True,0.5714,False,0.0,False,0.0,False,0.0,0.703,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004174,PCL009701
DCL004174,DCL010334,9,1,B04,Email domain and local-part prefix,1,9,STG076775,SUPPORT,SUP003473,STG030979,MARKETING,MKT009677,True,0.7826,False,0.0,True,0.5833,False,0.0,False,0.0,False,0.0,0.7029,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004174,PCL010011
DCL004175,DCL008828,12,4,B04,Email domain and local-part prefix,1,48,STG025250,MARKETING,MKT003948,STG078006,SUPPORT,SUP004704,True,0.7925,False,0.0,True,0.5926,False,0.0,False,0.0,False,0.0,0.7125,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004175,PCL006842
DCL004175,DCL009950,12,2,B04,Email domain and local-part prefix,1,24,STG004175,CRM,CRM004175,STG026826,MARKETING,MKT005524,True,0.8519,False,0.0,True,0.7143,False,0.0,False,0.0,False,0.0,0.7968,0.5,email,email,name,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004175,PCL006842
DCL004175,DCL010302,12,1,B04,Email domain and local-part prefix,1,12,STG004175,CRM,CRM004175,STG030597,MARKETING,MKT009295,True,0.8364,False,0.0,True,0.6897,False,0.0,False,0.0,False,0.0,0.7777,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004175,PCL009984
DCL004176,DCL010548,2,1,B04,Email domain and local-part prefix,1,2,STG028438,MARKETING,MKT007136,STG074114,SUPPORT,SUP000812,True,0.8095,False,0.0,True,0.6667,False,0.0,False,0.0,False,0.0,0.7524,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004176,PCL005198
DCL004177,DCL008382,5,2,B02,Surname initial and postcode outward code,1,10,STG075331,SUPPORT,SUP002029,STG012018,ECOMMERCE,TXN004018,True,0.8571,False,0.0,True,0.72,False,0.0,False,0.0,False,0.0,0.8023,0.5,email,email,name,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004177,PCL008324
DCL004179,DCL007939,3,4,B04,Email domain and local-part prefix,1,12,STG026692,MARKETING,MKT005390,STG073558,SUPPORT,SUP000256,True,0.8261,False,0.0,True,0.6667,False,0.0,False,0.0,False,0.0,0.7623,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004179,PCL001250
DCL004180,DCL007872,6,5,B04,Email domain and local-part prefix,1,30,STG022334,MARKETING,MKT001032,STG076566,SUPPORT,SUP003264,True,0.9412,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,0.9412,0.3,email,email,,1,0,False,review,Automatic score reached but evidence coverage is low,review,Automatic score reached but evidence coverage is low,False,PCL004180,PCL007863
DCL004180,DCL008216,6,2,B04,Email domain and local-part prefix,1,12,STG075014,SUPPORT,SUP001712,STG020192,ECOMMERCE,TXN012192,False,0.0,False,0.0,True,0.7857,False,0.0,False,0.0,False,0.0,0.7857,0.2,,name,name,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004180,PCL001129
DCL004180,DCL008347,6,3,B04,Email domain and local-part prefix,1,18,STG075014,SUPPORT,SUP001712,STG028118,MARKETING,MKT006816,True,0.7917,False,0.0,True,0.6923,False,0.0,False,0.0,False,0.0,0.7519,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004180,PCL008294
DCL004180,DCL009435,6,4,B04,Email domain and local-part prefix,1,24,STG022334,MARKETING,MKT001032,STG077079,SUPPORT,SUP003777,True,0.75,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,0.75,0.3,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004180,PCL009244
DCL004180,DCL009765,6,2,B04,Email domain and local-part prefix,1,12,STG022334,MARKETING,MKT001032,STG024072,MARKETING,MKT002770,True,0.8163,False,0.0,False,0.0,False,0.0,True,0.6,False,0.0,0.7622,0.4,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004180,PCL009526
DCL004180,DCL010413,6,1,B04,Email domain and local-part prefix,1,6,STG075014,SUPPORT,SUP001712,STG032174,MARKETING,MKT010872,True,0.8511,False,0.0,True,0.75,False,0.0,False,0.0,False,0.0,0.8106,0.5,email,email | name,name,2,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004180,PCL006904
DCL004184,DCL010247,5,1,B04,Email domain and local-part prefix,1,5,STG073927,SUPPORT,SUP000625,STG029896,MARKETING,MKT008594,True,0.8261,False,0.0,True,0.6667,False,0.0,False,0.0,False,0.0,0.7623,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004184,PCL009936
DCL004184,DCL010714,5,1,B04,Email domain and local-part prefix,1,5,STG073927,SUPPORT,SUP000625,STG077545,SUPPORT,SUP004243,True,0.8889,True,0.4545,True,0.7826,False,0.0,False,0.0,False,0.0,0.7158,0.75,email,email | name,name,2,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004184,PCL002141
DCL004186,DCL008609,4,6,B04,Email domain and local-part prefix,1,24,STG073712,SUPPORT,SUP000410,STG031035,MARKETING,MKT009733,True,0.7442,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,0.7442,0.3,,,email,0,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004186,PCL008525
DCL004186,DCL009056,4,7,B02,Surname initial and postcode outward code,1,28,STG073712,SUPPORT,SUP000410,STG030071,MARKETING,MKT008769,True,0.8293,False,0.0,True,0.6957,False,0.0,False,0.0,False,0.0,0.7758,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004186,PCL008911
DCL004188,DCL008304,6,4,B04,Email domain and local-part prefix,1,24,STG023937,MARKETING,MKT002635,STG076634,SUPPORT,SUP003332,True,0.7907,False,0.0,True,0.5714,False,0.0,False,0.0,False,0.0,0.703,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004188,PCL008256
DCL004189,DCL007910,5,2,B02,Surname initial and postcode outward code,1,10,STG027606,MARKETING,MKT006304,STG008625,ECOMMERCE,TXN000625,True,0.6939,False,0.0,True,0.7826,False,0.0,True,0.6,False,0.0,0.7078,0.6,,name,name,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004189,PCL005741
DCL004190,DCL008033,5,3,B04,Email domain and local-part prefix,1,15,STG027679,MARKETING,MKT006377,STG032837,MARKETING,MKT011535,True,0.8621,False,0.0,True,0.75,False,0.0,True,0.3333,False,0.0,0.7366,0.6,email,email | name,name,2,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004190,PCL008012
DCL004190,DCL009537,5,7,B04,Email domain and local-part prefix,1,35,STG027679,MARKETING,MKT006377,STG078288,SUPPORT,SUP004986,True,0.8,False,0.0,True,0.6207,False,0.0,False,0.0,False,0.0,0.7283,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004190,PCL009335
DCL004192,DCL008520,9,4,B04,Email domain and local-part prefix,1,36,STG075080,SUPPORT,SUP001778,STG075718,SUPPORT,SUP002416,True,0.8214,False,0.0,True,0.6667,False,0.0,False,0.0,False,0.0,0.7595,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004192,PCL008447
DCL004192,DCL010195,9,5,B04,Email domain and local-part prefix,1,45,STG075080,SUPPORT,SUP001778,STG032065,MARKETING,MKT010763,True,0.717,False,0.0,False,0.0,False,0.0,False,0.0,False,0.0,0.717,0.3,,,email,0,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004192,PCL009890
DCL004193,DCL008262,9,6,B02,Surname initial and postcode outward code,1,54,STG024778,MARKETING,MKT003476,STG078005,SUPPORT,SUP004703,True,0.7111,False,0.0,True,0.7826,False,0.0,False,0.0,False,0.0,0.7397,0.5,,name,email | name,1,2,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004193,PCL008217
DCL004193,DCL008446,9,5,B04,Email domain and local-part prefix,1,45,STG024778,MARKETING,MKT003476,STG076406,SUPPORT,SUP003104,True,0.7917,False,0.0,True,0.6154,False,0.0,False,0.0,False,0.0,0.7212,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004193,PCL008381
DCL004193,DCL008574,9,6,B04,Email domain and local-part prefix,1,54,STG024778,MARKETING,MKT003476,STG076615,SUPPORT,SUP003313,True,0.7917,False,0.0,True,0.6154,False,0.0,False,0.0,False,0.0,0.7212,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004193,PCL008496
DCL004194,DCL007985,11,3,B04,Email domain and local-part prefix,1,33,STG077630,SUPPORT,SUP004328,STG075823,SUPPORT,SUP002521,True,0.8261,False,0.0,True,0.6667,False,0.0,False,0.0,False,0.0,0.7623,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004194,PCL007968
DCL004194,DCL008778,11,3,B04,Email domain and local-part prefix,1,33,STG077630,SUPPORT,SUP004328,STG024466,MARKETING,MKT003164,True,0.8444,False,0.0,True,0.6957,False,0.0,False,0.0,False,0.0,0.7849,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004194,PCL008670
DCL004194,DCL008801,11,6,B04,Email domain and local-part prefix,1,66,STG077630,SUPPORT,SUP004328,STG022985,MARKETING,MKT001683,True,0.8261,False,0.0,True,0.6957,False,0.0,False,0.0,False,0.0,0.7739,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004194,PCL008690
DCL004196,DCL008351,6,5,B02,Surname initial and postcode outward code,1,30,STG004196,CRM,CRM004196,STG029568,MARKETING,MKT008266,True,0.8,False,0.0,True,0.7273,False,0.0,True,0.6,False,0.0,0.7424,0.6,,email,email | name,1,2,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004196,PCL008298
DCL004196,DCL008605,6,3,B04,Email domain and local-part prefix,1,18,STG077639,SUPPORT,SUP004337,STG028633,MARKETING,MKT007331,True,0.8,False,0.0,True,0.6429,False,0.0,False,0.0,False,0.0,0.7371,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004196,PCL008521
DCL004196,DCL009050,6,5,B04,Email domain and local-part prefix,1,30,STG077639,SUPPORT,SUP004337,STG026874,MARKETING,MKT005572,True,0.84,False,0.0,True,0.7143,False,0.0,False,0.0,False,0.0,0.7897,0.5,,email,email | name,1,2,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004196,PCL008908
DCL004197,DCL007941,20,5,B04,Email domain and local-part prefix,1,100,STG075094,SUPPORT,SUP001792,STG024436,MARKETING,MKT003134,True,0.8,False,0.0,True,0.6087,False,0.0,False,0.0,False,0.0,0.7235,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004197,PCL007924
DCL004197,DCL008929,20,3,B04,Email domain and local-part prefix,1,60,STG075094,SUPPORT,SUP001792,STG026971,MARKETING,MKT005669,True,0.7907,False,0.0,True,0.5714,False,0.0,False,0.0,False,0.0,0.703,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004197,PCL008799
DCL004197,DCL010094,20,1,B04,Email domain and local-part prefix,1,20,STG075094,SUPPORT,SUP001792,STG027787,MARKETING,MKT006485,True,0.7907,False,0.0,True,0.5714,False,0.0,False,0.0,False,0.0,0.703,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004197,PCL009799
DCL004198,DCL008920,3,6,B04,Email domain and local-part prefix,1,18,STG031781,MARKETING,MKT010479,STG076659,SUPPORT,SUP003357,True,0.7931,False,0.0,True,0.625,False,0.0,False,0.0,False,0.0,0.7259,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004198,PCL008791
DCL004198,DCL009870,3,3,B04,Email domain and local-part prefix,1,9,STG031781,MARKETING,MKT010479,STG075561,SUPPORT,SUP002259,True,0.8077,False,0.0,True,0.6154,False,0.0,False,0.0,False,0.0,0.7308,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004198,PCL009610
DCL004198,DCL010249,3,1,B04,Email domain and local-part prefix,1,3,STG031781,MARKETING,MKT010479,STG029928,MARKETING,MKT008626,True,0.8364,False,0.0,True,0.6897,False,0.0,True,0.3333,False,0.0,0.7036,0.6,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004198,PCL009938
DCL004200,DCL009208,4,6,B04,Email domain and local-part prefix,1,24,STG027253,MARKETING,MKT005951,STG024695,MARKETING,MKT003393,True,0.7727,False,0.0,False,0.0,False,0.0,True,0.5,False,0.0,0.7045,0.4,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004200,PCL009046
DCL004201,DCL009806,6,2,B04,Email domain and local-part prefix,1,12,STG074068,SUPPORT,SUP000766,STG025479,MARKETING,MKT004177,True,0.8077,False,0.0,True,0.6154,False,0.0,False,0.0,False,0.0,0.7308,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004201,PCL009561
DCL004202,DCL009756,10,1,B04,Email domain and local-part prefix,1,10,STG027488,MARKETING,MKT006186,STG023713,MARKETING,MKT002411,True,0.8889,False,0.0,True,0.8125,False,0.0,True,0.1667,False,0.0,0.7431,0.6,email,email | name,name,2,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004202,PCL004202
DCL004203,DCL009058,2,3,B02,Surname initial and postcode outward code,1,6,STG024742,MARKETING,MKT003440,STG018234,ECOMMERCE,TXN010234,True,0.8182,False,0.0,True,0.6364,False,0.0,True,0.6,False,0.0,0.7212,0.6,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004203,PCL008912
DCL004203,DCL010677,2,1,B04,Email domain and local-part prefix,1,2,STG024742,MARKETING,MKT003440,STG076721,SUPPORT,SUP003419,True,0.8095,False,0.0,True,0.6,False,0.0,False,0.0,False,0.0,0.7257,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004203,PCL010236
DCL004204,DCL009728,5,2,B04,Email domain and local-part prefix,1,10,STG027879,MARKETING,MKT006577,STG026514,MARKETING,MKT005212,True,0.8636,False,0.0,True,0.7273,False,0.0,True,0.1818,False,0.0,0.7045,0.6,email,email,name,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004204,PCL009496
DCL004205,DCL008460,8,4,B04,Email domain and local-part prefix,1,32,STG031373,MARKETING,MKT010071,STG074940,SUPPORT,SUP001638,False,0.0,False,0.0,True,0.72,False,0.0,False,0.0,False,0.0,0.72,0.2,,,name,0,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004205,PCL008393
DCL004205,DCL010674,8,1,B04,Email domain and local-part prefix,1,8,STG031373,MARKETING,MKT010071,STG076677,SUPPORT,SUP003375,True,0.8571,False,0.0,True,0.6667,False,0.0,False,0.0,False,0.0,0.781,0.5,email,email,,1,0,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004205,PCL006871
DCL004207,DCL009927,4,1,B04,Email domain and local-part prefix,1,4,STG014425,ECOMMERCE,TXN006425,STG025920,MARKETING,MKT004618,True,0.8333,False,0.0,False,0.0,False,0.0,True,0.5714,False,0.0,0.7679,0.4,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004207,PCL009661
DCL004212,DCL007992,5,4,B04,Email domain and local-part prefix,1,20,STG075001,SUPPORT,SUP001699,STG028390,MARKETING,MKT007088,True,0.8571,False,0.0,True,0.7,False,0.0,False,0.0,False,0.0,0.7943,0.5,email,email,name,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004212,PCL007974
DCL004212,DCL008052,5,4,B04,Email domain and local-part prefix,1,20,STG075001,SUPPORT,SUP001699,STG026784,MARKETING,MKT005482,True,0.8,False,0.0,True,0.5556,False,0.0,False,0.0,False,0.0,0.7022,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004212,PCL008028
DCL004212,DCL008386,5,4,B04,Email domain and local-part prefix,1,20,STG075001,SUPPORT,SUP001699,STG074172,SUPPORT,SUP000870,True,0.8095,False,0.0,True,0.6,False,0.0,False,0.0,False,0.0,0.7257,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004212,PCL008328
DCL004213,DCL008457,12,5,B04,Email domain and local-part prefix,1,60,STG073966,SUPPORT,SUP000664,STG075223,SUPPORT,SUP001921,True,0.8148,False,0.0,True,0.6429,False,0.0,False,0.0,False,0.0,0.746,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004213,PCL008391
DCL004213,DCL008595,12,5,B04,Email domain and local-part prefix,1,60,STG073966,SUPPORT,SUP000664,STG074788,SUPPORT,SUP001486,True,0.8148,False,0.0,True,0.6429,False,0.0,False,0.0,False,0.0,0.746,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004213,PCL008514
DCL004213,DCL008849,12,2,B04,Email domain and local-part prefix,1,24,STG073966,SUPPORT,SUP000664,STG022176,MARKETING,MKT000874,True,0.8148,False,0.0,True,0.6429,False,0.0,False,0.0,False,0.0,0.746,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004213,PCL008728
DCL004213,DCL009242,12,3,B04,Email domain and local-part prefix,1,36,STG073966,SUPPORT,SUP000664,STG076355,SUPPORT,SUP003053,True,0.8,False,0.0,True,0.6207,False,0.0,False,0.0,False,0.0,0.7283,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004213,PCL009079
DCL004213,DCL010529,12,3,B04,Email domain and local-part prefix,1,36,STG008451,ECOMMERCE,TXN000451,STG075031,SUPPORT,SUP001729,True,0.8261,False,0.0,True,0.72,False,0.0,False,0.0,False,0.0,0.7837,0.5,,email,email | name,1,2,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004213,PCL010162
DCL004213,DCL010535,12,1,B04,Email domain and local-part prefix,1,12,STG073966,SUPPORT,SUP000664,STG073859,SUPPORT,SUP000557,True,0.8148,False,0.0,True,0.5926,False,0.0,False,0.0,False,0.0,0.7259,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004213,PCL008728
DCL004213,DCL010600,12,1,B04,Email domain and local-part prefix,1,12,STG008451,ECOMMERCE,TXN000451,STG075092,SUPPORT,SUP001790,True,0.7917,False,0.0,True,0.6923,False,0.0,False,0.0,False,0.0,0.7519,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004213,PCL002644
DCL004214,DCL008374,8,6,B02,Surname initial and postcode outward code,1,48,STG030266,MARKETING,MKT008964,STG017368,ECOMMERCE,TXN009368,True,0.8095,False,0.0,True,0.6,False,0.0,True,0.6,False,0.0,0.7048,0.6,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004214,PCL008316
DCL004214,DCL008753,8,3,B02,Surname initial and postcode outward code,1,24,STG030266,MARKETING,MKT008964,STG023826,MARKETING,MKT002524,True,0.8571,False,0.0,True,0.7,False,0.0,True,0.6,False,0.0,0.7619,0.6,email,email,name,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004214,PCL008647
DCL004216,DCL010555,3,1,B04,Email domain and local-part prefix,1,3,STG020797,ECOMMERCE,TXN012797,STG074182,SUPPORT,SUP000880,True,0.8077,False,0.0,True,0.56,False,0.0,False,0.0,False,0.0,0.7086,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004216,PCL007120
DCL004217,DCL008790,2,3,B04,Email domain and local-part prefix,1,6,STG020650,ECOMMERCE,TXN012650,STG076616,SUPPORT,SUP003314,True,0.8511,False,0.0,True,0.72,False,0.0,False,0.0,False,0.0,0.7986,0.5,email,email,name,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004217,PCL007087
DCL004217,DCL010712,2,1,B04,Email domain and local-part prefix,1,2,STG020650,ECOMMERCE,TXN012650,STG077496,SUPPORT,SUP004194,True,0.8511,False,0.0,True,0.6923,False,0.0,False,0.0,False,0.0,0.7876,0.5,email,email,,1,0,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004217,PCL001907
DCL004218,DCL007891,3,4,B04,Email domain and local-part prefix,1,12,STG030370,MARKETING,MKT009068,STG075637,SUPPORT,SUP002335,True,0.8235,False,0.0,True,0.6667,False,0.0,False,0.0,False,0.0,0.7608,0.5,,email,email,1,1,False,review,Weighted score falls within the review band,review,Weighted score falls within the review band,False,PCL004218,PCL007882
